id_veiculo,servico,timestamp_gps,posicao_veiculo_geo
A50002,608,2023-02-14 19:16:06,POINT(-43.26405 -22.92262)
C44530,712,2023-02-14 19:16:16,POINT(-43.32488 -22.84773)
C50068,SP805,2023-02-14 19:16:17,POINT(-43.31713 -23.01322)
B51612,917,2023-02-14 19:16:32,POINT(-43.35752 -22.87227)
A50002,608,2023-02-14 19:16:36,POINT(-43.26198 -22.92157)
C44530,712,2023-02-14 19:16:46,POINT(-43.32488 -22.84773)
C50068,SP805,2023-02-14 19:16:47,POINT(-43.31734 -23.01317)
B51612,917,2023-02-14 19:17:02,POINT(-43.35741 -22.87162)
A50002,608,2023-02-14 19:17:06,POINT(-43.26072 -22.9215)
C44530,712,2023-02-14 19:17:16,POINT(-43.32518 -22.84825)
C50068,SP805,2023-02-14 19:17:17,POINT(-43.31742 -23.01314)
B51612,917,2023-02-14 19:17:32,POINT(-43.35593 -22.86975)
A50002,608,2023-02-14 19:17:36,POINT(-43.25999 -22.92299)
C44530,712,2023-02-14 19:17:46,POINT(-43.32576 -22.85016)
C50068,SP805,2023-02-14 19:17:47,POINT(-43.31753 -23.01311)
B51612,917,2023-02-14 19:18:02,POINT(-43.35506 -22.86878)
A50002,608,2023-02-14 19:18:06,POINT(-43.25935 -22.92389)
C44530,712,2023-02-14 19:18:16,POINT(-43.32717 -22.85115)
C50068,SP805,2023-02-14 19:18:17,POINT(-43.31762 -23.01309)
B51612,917,2023-02-14 19:18:32,POINT(-43.35435 -22.86796)
A50002,608,2023-02-14 19:18:36,POINT(-43.25545 -22.9254)
C44530,712,2023-02-14 19:18:46,POINT(-43.32749 -22.85143)
C50068,SP805,2023-02-14 19:18:47,POINT(-43.31765 -23.01307)
B51612,917,2023-02-14 19:19:02,POINT(-43.35338 -22.86787)
A50002,608,2023-02-14 19:19:06,POINT(-43.25441 -22.92586)
C44530,712,2023-02-14 19:19:16,POINT(-43.32833 -22.85248)
C50068,SP805,2023-02-14 19:19:17,POINT(-43.31769 -23.01306)
B51612,917,2023-02-14 19:19:32,POINT(-43.35251 -22.86805)
A50002,608,2023-02-14 19:19:36,POINT(-43.25304 -22.92615)
C44530,712,2023-02-14 19:19:46,POINT(-43.32889 -22.85352)
C50068,SP805,2023-02-14 19:19:47,POINT(-43.31779 -23.01305)
B51612,917,2023-02-14 19:20:02,POINT(-43.3501 -22.86963)
A50002,608,2023-02-14 19:20:06,POINT(-43.25258 -22.92543)
C44530,712,2023-02-14 19:20:16,POINT(-43.32925 -22.85529)
C50068,SP805,2023-02-14 19:20:17,POINT(-43.31787 -23.01304)
B51612,917,2023-02-14 19:20:32,POINT(-43.34993 -22.86975)
A50002,608,2023-02-14 19:20:36,POINT(-43.25138 -22.92463)
C44530,712,2023-02-14 19:20:46,POINT(-43.32933 -22.85616)
C50068,SP805,2023-02-14 19:20:47,POINT(-43.31791 -23.01304)
B51612,917,2023-02-14 19:21:02,POINT(-43.34746 -22.87102)
A50002,608,2023-02-14 19:21:06,POINT(-43.24786 -22.92628)
C44530,712,2023-02-14 19:21:16,POINT(-43.32932 -22.85646)
C50068,SP805,2023-02-14 19:21:17,POINT(-43.31818 -23.01297)
B51612,917,2023-02-14 19:21:32,POINT(-43.34462 -22.87273)
A50002,608,2023-02-14 19:21:36,POINT(-43.24734 -22.92643)
C44530,712,2023-02-14 19:21:46,POINT(-43.32933 -22.85646)
C50068,SP805,2023-02-14 19:21:47,POINT(-43.31837 -23.01294)
B51612,917,2023-02-14 19:22:02,POINT(-43.34211 -22.87422)
A50002,608,2023-02-14 19:22:06,POINT(-43.24582 -22.92624)
C44530,712,2023-02-14 19:22:16,POINT(-43.3293 -22.85687)
C50068,SP805,2023-02-14 19:22:17,POINT(-43.3184 -23.01294)
B51612,917,2023-02-14 19:22:32,POINT(-43.34285 -22.87572)
A50002,608,2023-02-14 19:22:36,POINT(-43.2448 -22.92682)
C44530,712,2023-02-14 19:22:46,POINT(-43.32953 -22.85878)
C50068,SP805,2023-02-14 19:22:47,POINT(-43.31864 -23.01289)
B51612,917,2023-02-14 19:23:02,POINT(-43.34155 -22.87636)
A50002,608,2023-02-14 19:23:06,POINT(-43.24446 -22.92734)
C44530,712,2023-02-14 19:23:16,POINT(-43.32984 -22.86053)
C50068,SP805,2023-02-14 19:23:17,POINT(-43.31882 -23.01285)
B51612,917,2023-02-14 19:23:32,POINT(-43.34042 -22.87705)
A50002,608,2023-02-14 19:23:36,POINT(-43.24413 -22.92786)
C44530,712,2023-02-14 19:23:46,POINT(-43.33051 -22.86147)
C50068,SP805,2023-02-14 19:23:47,POINT(-43.31895 -23.01281)
B51612,917,2023-02-14 19:24:02,POINT(-43.34042 -22.87705)
A50002,608,2023-02-14 19:24:06,POINT(-43.24405 -22.92799)
C44530,712,2023-02-14 19:24:16,POINT(-43.33118 -22.86233)
C50068,SP805,2023-02-14 19:24:17,POINT(-43.31922 -23.01275)
B51612,917,2023-02-14 19:24:32,POINT(-43.34069 -22.87777)
A50002,608,2023-02-14 19:24:36,POINT(-43.24383 -22.92834)
C44530,712,2023-02-14 19:24:46,POINT(-43.33263 -22.86352)
C50068,SP805,2023-02-14 19:24:47,POINT(-43.31964 -23.01266)
B51612,917,2023-02-14 19:25:02,POINT(-43.34129 -22.87902)
A50002,608,2023-02-14 19:25:06,POINT(-43.24263 -22.93015)
C44530,712,2023-02-14 19:25:16,POINT(-43.3341 -22.86506)
C50068,SP805,2023-02-14 19:25:17,POINT(-43.31998 -23.01257)
B51612,917,2023-02-14 19:25:32,POINT(-43.34163 -22.87942)
A50002,608,2023-02-14 19:25:36,POINT(-43.2425 -22.93035)
C44530,712,2023-02-14 19:25:46,POINT(-43.33432 -22.86548)
C50068,SP805,2023-02-14 19:25:47,POINT(-43.3201 -23.01255)
B51612,917,2023-02-14 19:26:02,POINT(-43.34163 -22.87942)
A50002,608,2023-02-14 19:26:06,POINT(-43.24239 -22.93054)
C44530,712,2023-02-14 19:26:16,POINT(-43.33469 -22.86669)
C50068,SP805,2023-02-14 19:26:17,POINT(-43.32043 -23.01247)
B51612,917,2023-02-14 19:26:32,POINT(-43.34175 -22.87963)
A50002,608,2023-02-14 19:26:36,POINT(-43.24117 -22.93237)
C44530,712,2023-02-14 19:26:46,POINT(-43.33469 -22.86669)
C50068,SP805,2023-02-14 19:26:47,POINT(-43.32099 -23.01234)
B51612,917,2023-02-14 19:27:02,POINT(-43.34187 -22.88042)
A50002,608,2023-02-14 19:27:06,POINT(-43.24036 -22.93231)
C44530,712,2023-02-14 19:27:16,POINT(-43.33483 -22.86749)
C50068,SP805,2023-02-14 19:27:17,POINT(-43.32124 -23.01229)
B51612,917,2023-02-14 19:27:32,POINT(-43.34348 -22.88054)
A50002,608,2023-02-14 19:27:36,POINT(-43.23854 -22.9313)
C44530,712,2023-02-14 19:27:46,POINT(-43.33515 -22.86899)
C50068,SP805,2023-02-14 19:27:47,POINT(-43.3214 -23.01223)
B51612,917,2023-02-14 19:28:02,POINT(-43.34496 -22.88161)
A50002,608,2023-02-14 19:28:06,POINT(-43.23765 -22.93038)
C44530,712,2023-02-14 19:28:16,POINT(-43.33534 -22.86951)
C50068,SP805,2023-02-14 19:28:17,POINT(-43.3214 -23.01223)
B51612,917,2023-02-14 19:28:32,POINT(-43.34487 -22.88267)
A50002,608,2023-02-14 19:28:36,POINT(-43.2375 -22.93014)
C44530,712,2023-02-14 19:28:46,POINT(-43.33535 -22.86953)
C50068,SP805,2023-02-14 19:28:47,POINT(-43.3214 -23.01223)
B51612,917,2023-02-14 19:29:02,POINT(-43.34487 -22.88267)
A50002,608,2023-02-14 19:29:06,POINT(-43.23732 -22.92986)
C44530,712,2023-02-14 19:29:16,POINT(-43.33537 -22.86959)
C50068,SP805,2023-02-14 19:29:17,POINT(-43.3214 -23.01223)
B51612,917,2023-02-14 19:29:32,POINT(-43.34488 -22.8829)
A50002,608,2023-02-14 19:29:36,POINT(-43.23564 -22.92704)
C44530,712,2023-02-14 19:29:46,POINT(-43.33537 -22.8696)
C50068,SP805,2023-02-14 19:29:47,POINT(-43.32376 -23.01174)
B51612,917,2023-02-14 19:30:03,POINT(-43.34396 -22.88307)
A50002,608,2023-02-14 19:30:06,POINT(-43.23475 -22.92579)
C44530,712,2023-02-14 19:30:16,POINT(-43.33551 -22.86991)
C50068,SP805,2023-02-14 19:30:17,POINT(-43.32486 -23.0116)
B51612,917,2023-02-14 19:30:33,POINT(-43.34339 -22.88311)
A50002,608,2023-02-14 19:30:36,POINT(-43.23386 -22.92507)
C44530,712,2023-02-14 19:30:46,POINT(-43.33553 -22.86993)
C50068,SP805,2023-02-14 19:30:47,POINT(-43.32631 -23.01136)
B51612,917,2023-02-14 19:31:03,POINT(-43.34336 -22.88311)
A50002,608,2023-02-14 19:31:06,POINT(-43.23319 -22.92454)
C44530,712,2023-02-14 19:31:16,POINT(-43.33566 -22.87024)
C50068,SP805,2023-02-14 19:31:17,POINT(-43.32649 -23.01135)
B51612,917,2023-02-14 19:31:33,POINT(-43.34303 -22.88311)
A50002,608,2023-02-14 19:31:36,POINT(-43.23242 -22.92411)
C44530,712,2023-02-14 19:31:46,POINT(-43.33578 -22.87062)
C50068,SP805,2023-02-14 19:31:47,POINT(-43.3285 -23.01111)
B51612,917,2023-02-14 19:32:03,POINT(-43.34287 -22.88309)
A50002,608,2023-02-14 19:32:06,POINT(-43.23242 -22.92411)
C44530,712,2023-02-14 19:32:16,POINT(-43.33592 -22.87104)
C50068,SP805,2023-02-14 19:32:17,POINT(-43.33014 -23.01096)
B51612,917,2023-02-14 19:32:33,POINT(-43.34287 -22.88309)
A50002,608,2023-02-14 19:32:36,POINT(-43.23242 -22.92411)
C44530,712,2023-02-14 19:32:46,POINT(-43.33591 -22.87104)
C50068,SP805,2023-02-14 19:32:47,POINT(-43.33081 -23.01089)
B51612,917,2023-02-14 19:33:03,POINT(-43.34287 -22.88309)
A50002,608,2023-02-14 19:33:06,POINT(-43.23241 -22.9241)
C44530,712,2023-02-14 19:33:16,POINT(-43.336 -22.87118)
C50068,SP805,2023-02-14 19:33:17,POINT(-43.33085 -23.01092)
B51612,917,2023-02-14 19:33:33,POINT(-43.3424 -22.88308)
A50002,608,2023-02-14 19:33:36,POINT(-43.23241 -22.92409)
C44530,712,2023-02-14 19:33:46,POINT(-43.33615 -22.87289)
C50068,SP805,2023-02-14 19:33:47,POINT(-43.33232 -23.0108)
B51612,917,2023-02-14 19:34:03,POINT(-43.34208 -22.88305)
A50002,608,2023-02-14 19:34:06,POINT(-43.23241 -22.92409)
C44530,712,2023-02-14 19:34:16,POINT(-43.33492 -22.87539)
C50068,SP805,2023-02-14 19:34:17,POINT(-43.33337 -23.01072)
B51612,917,2023-02-14 19:34:33,POINT(-43.34135 -22.88297)
A50002,608,2023-02-14 19:34:36,POINT(-43.23229 -22.924)
C44530,712,2023-02-14 19:34:46,POINT(-43.33494 -22.87569)
C50068,SP805,2023-02-14 19:34:47,POINT(-43.33512 -23.01061)
B51612,917,2023-02-14 19:35:03,POINT(-43.3399 -22.88284)
A50002,608,2023-02-14 19:35:06,POINT(-43.23193 -22.92374)
C44530,712,2023-02-14 19:35:16,POINT(-43.33558 -22.87642)
C50068,SP805,2023-02-14 19:35:17,POINT(-43.33668 -23.01054)
B51612,917,2023-02-14 19:35:33,POINT(-43.33969 -22.88281)
A50002,608,2023-02-14 19:35:36,POINT(-43.23016 -22.92268)
C44530,712,2023-02-14 19:35:46,POINT(-43.33609 -22.87718)
C50068,SP805,2023-02-14 19:35:47,POINT(-43.33847 -23.01045)
B51612,917,2023-02-14 19:36:03,POINT(-43.33969 -22.88281)
A50002,608,2023-02-14 19:36:06,POINT(-43.23016 -22.92269)
C44530,712,2023-02-14 19:36:16,POINT(-43.33502 -22.87796)
C50068,SP805,2023-02-14 19:36:17,POINT(-43.34002 -23.01038)
B51612,917,2023-02-14 19:36:33,POINT(-43.33969 -22.88281)
A50002,608,2023-02-14 19:36:36,POINT(-43.23015 -22.92269)
C44530,712,2023-02-14 19:36:46,POINT(-43.33245 -22.87959)
C50068,SP805,2023-02-14 19:36:47,POINT(-43.34237 -23.01034)
B51612,917,2023-02-14 19:37:03,POINT(-43.33926 -22.88273)
A50002,608,2023-02-14 19:37:06,POINT(-43.23098 -22.92299)
C44530,712,2023-02-14 19:37:16,POINT(-43.33052 -22.88074)
C50068,SP805,2023-02-14 19:37:17,POINT(-43.34461 -23.01029)
B51612,917,2023-02-14 19:37:33,POINT(-43.33821 -22.88264)
A50002,608,2023-02-14 19:37:36,POINT(-43.23263 -22.92405)
C44530,712,2023-02-14 19:37:46,POINT(-43.32918 -22.88154)
C50068,SP805,2023-02-14 19:37:47,POINT(-43.34567 -23.01026)
B51612,917,2023-02-14 19:38:03,POINT(-43.33689 -22.8826)
A50002,608,2023-02-14 19:38:06,POINT(-43.23269 -22.92407)
C44530,712,2023-02-14 19:38:16,POINT(-43.32715 -22.8825)
C50068,SP805,2023-02-14 19:38:17,POINT(-43.3479 -23.01025)
B51612,917,2023-02-14 19:38:33,POINT(-43.33556 -22.88256)
A50002,608,2023-02-14 19:38:36,POINT(-43.23321 -22.92448)
C44530,712,2023-02-14 19:38:46,POINT(-43.32584 -22.88215)
C50068,SP805,2023-02-14 19:38:47,POINT(-43.35036 -23.01026)
B51612,917,2023-02-14 19:39:03,POINT(-43.33375 -22.88243)
A50002,608,2023-02-14 19:39:06,POINT(-43.23321 -22.92448)
C44530,712,2023-02-14 19:39:16,POINT(-43.32526 -22.88216)
C50068,SP805,2023-02-14 19:39:17,POINT(-43.35223 -23.01025)
B51612,917,2023-02-14 19:39:33,POINT(-43.33098 -22.88216)
A50002,608,2023-02-14 19:39:36,POINT(-43.23332 -22.92456)
C44530,712,2023-02-14 19:39:46,POINT(-43.32399 -22.88133)
C50068,SP805,2023-02-14 19:39:47,POINT(-43.35375 -23.01028)
B51612,917,2023-02-14 19:40:02,POINT(-43.32977 -22.88227)
A50002,608,2023-02-14 19:40:06,POINT(-43.23432 -22.92535)
C44530,712,2023-02-14 19:40:16,POINT(-43.32484 -22.88113)
C50068,SP805,2023-02-14 19:40:17,POINT(-43.35543 -23.01035)
B51612,917,2023-02-14 19:40:32,POINT(-43.32684 -22.8823)
A50002,608,2023-02-14 19:40:36,POINT(-43.23526 -22.92619)
C44530,712,2023-02-14 19:40:46,POINT(-43.32539 -22.88131)
C50068,SP805,2023-02-14 19:40:47,POINT(-43.35916 -23.01049)
B51612,917,2023-02-14 19:41:02,POINT(-43.32445 -22.8824)
A50002,608,2023-02-14 19:41:06,POINT(-43.23582 -22.92708)
C44530,712,2023-02-14 19:41:16,POINT(-43.3254 -22.88131)
C50068,SP805,2023-02-14 19:41:17,POINT(-43.36335 -23.01066)
B51612,917,2023-02-14 19:41:32,POINT(-43.32393 -22.88256)
A50002,608,2023-02-14 19:41:36,POINT(-43.23605 -22.92747)
C44530,712,2023-02-14 19:41:46,POINT(-43.32539 -22.88131)
C50068,SP805,2023-02-14 19:41:47,POINT(-43.3649 -23.01069)
B51612,917,2023-02-14 19:42:02,POINT(-43.32223 -22.88294)
A50002,608,2023-02-14 19:42:06,POINT(-43.23634 -22.92809)
C44530,712,2023-02-14 19:42:16,POINT(-43.3254 -22.88165)
C50068,SP805,2023-02-14 19:42:17,POINT(-43.36598 -23.00878)
B51612,917,2023-02-14 19:42:32,POINT(-43.32066 -22.8835)
A50002,608,2023-02-14 19:42:36,POINT(-43.23728 -22.92964)
C44530,712,2023-02-14 19:42:46,POINT(-43.32541 -22.88182)
C50068,SP805,2023-02-14 19:42:47,POINT(-43.36604 -23.00698)
B51612,917,2023-02-14 19:43:02,POINT(-43.31719 -22.88457)
A50002,608,2023-02-14 19:43:06,POINT(-43.2373 -22.92962)
C44530,712,2023-02-14 19:43:16,POINT(-43.32409 -22.88144)
C50068,SP805,2023-02-14 19:43:17,POINT(-43.36596 -23.00461)
B51612,917,2023-02-14 19:43:32,POINT(-43.31596 -22.88483)
A50002,608,2023-02-14 19:43:36,POINT(-43.23731 -22.92962)
C44530,712,2023-02-14 19:43:46,POINT(-43.3223 -22.87964)
C50068,SP805,2023-02-14 19:43:47,POINT(-43.36467 -23.00219)
B51612,917,2023-02-14 19:44:02,POINT(-43.31396 -22.88509)
A50002,608,2023-02-14 19:44:06,POINT(-43.23739 -22.92982)
C44530,712,2023-02-14 19:44:16,POINT(-43.32379 -22.87831)
C50068,SP805,2023-02-14 19:44:17,POINT(-43.36326 -22.99952)
B51612,917,2023-02-14 19:44:32,POINT(-43.31084 -22.88524)
A50002,608,2023-02-14 19:44:36,POINT(-43.23864 -22.92941)
C44530,712,2023-02-14 19:44:46,POINT(-43.32542 -22.87782)
C50068,SP805,2023-02-14 19:44:47,POINT(-43.36553 -22.99753)
B51612,917,2023-02-14 19:45:02,POINT(-43.30756 -22.88652)
A50002,608,2023-02-14 19:45:06,POINT(-43.23953 -22.92882)
C44530,712,2023-02-14 19:45:16,POINT(-43.3275 -22.87789)
C50068,SP805,2023-02-14 19:45:17,POINT(-43.36865 -22.99945)
B51612,917,2023-02-14 19:45:32,POINT(-43.30708 -22.88666)
A50002,608,2023-02-14 19:45:36,POINT(-43.23956 -22.92885)
C44530,712,2023-02-14 19:45:46,POINT(-43.32917 -22.87827)
C50068,SP805,2023-02-14 19:45:47,POINT(-43.36755 -23.00203)
B51612,917,2023-02-14 19:46:02,POINT(-43.30627 -22.88681)
A50002,608,2023-02-14 19:46:06,POINT(-43.23958 -22.92884)
C44530,712,2023-02-14 19:46:16,POINT(-43.32981 -22.87906)
C50068,SP805,2023-02-14 19:46:17,POINT(-43.36499 -23.0022)
B51612,917,2023-02-14 19:46:32,POINT(-43.30443 -22.88707)
A50002,608,2023-02-14 19:46:36,POINT(-43.23983 -22.92842)
C44530,712,2023-02-14 19:46:46,POINT(-43.33101 -22.87914)
B51612,917,2023-02-14 19:47:02,POINT(-43.30146 -22.88579)
A50002,608,2023-02-14 19:47:06,POINT(-43.24003 -22.92742)
C44530,712,2023-02-14 19:47:16,POINT(-43.33301 -22.87803)
C50068,SP805,2023-02-14 19:47:17,POINT(-43.3646 -23.00164)
B51612,917,2023-02-14 19:47:32,POINT(-43.29987 -22.88555)
A50002,608,2023-02-14 19:47:36,POINT(-43.24057 -22.92475)
C44530,712,2023-02-14 19:47:46,POINT(-43.33367 -22.87744)
C50068,SP805,2023-02-14 19:47:47,POINT(-43.36464 -23.00164)
B51612,917,2023-02-14 19:48:02,POINT(-43.29853 -22.88531)
A50002,608,2023-02-14 19:48:06,POINT(-43.24139 -22.92416)
C44530,712,2023-02-14 19:48:16,POINT(-43.33393 -22.87724)
C50068,SP805,2023-02-14 19:48:17,POINT(-43.36511 -23.00166)
B51612,917,2023-02-14 19:48:32,POINT(-43.29676 -22.88372)
A50002,608,2023-02-14 19:48:36,POINT(-43.24172 -22.92418)
C44530,712,2023-02-14 19:48:46,POINT(-43.3345 -22.87649)
C50068,SP805,2023-02-14 19:48:47,POINT(-43.36544 -23.00163)
B51612,917,2023-02-14 19:49:02,POINT(-43.29604 -22.88309)
A50002,608,2023-02-14 19:49:06,POINT(-43.24213 -22.92421)
C44530,712,2023-02-14 19:49:16,POINT(-43.3353 -22.87404)
C50068,SP805,2023-02-14 19:49:17,POINT(-43.36551 -23.00164)
B51612,917,2023-02-14 19:49:32,POINT(-43.29471 -22.88212)
A50002,608,2023-02-14 19:49:36,POINT(-43.24232 -22.92426)
C44530,712,2023-02-14 19:49:46,POINT(-43.336 -22.87181)
C50068,SP805,2023-02-14 19:49:47,POINT(-43.3655 -23.00165)
B51612,917,2023-02-14 19:50:03,POINT(-43.29429 -22.88191)
A50002,608,2023-02-14 19:50:06,POINT(-43.24279 -22.92444)
C44530,712,2023-02-14 19:50:16,POINT(-43.33515 -22.86934)
C50068,SP805,2023-02-14 19:50:17,POINT(-43.36547 -23.00164)
B51612,917,2023-02-14 19:50:33,POINT(-43.29333 -22.8819)
A50002,608,2023-02-14 19:50:36,POINT(-43.2435 -22.92475)
C44530,712,2023-02-14 19:50:46,POINT(-43.33448 -22.86659)
C50068,SP805,2023-02-14 19:50:47,POINT(-43.36546 -23.00163)
B51612,917,2023-02-14 19:51:03,POINT(-43.29248 -22.88282)
A50002,608,2023-02-14 19:51:06,POINT(-43.24361 -22.92484)
C44530,712,2023-02-14 19:51:16,POINT(-43.33432 -22.86617)
C50068,SP805,2023-02-14 19:51:17,POINT(-43.36544 -23.00163)
B51612,917,2023-02-14 19:51:33,POINT(-43.29248 -22.88282)
A50002,608,2023-02-14 19:51:36,POINT(-43.24375 -22.92493)
C44530,712,2023-02-14 19:51:46,POINT(-43.33293 -22.86391)
C50068,SP805,2023-02-14 19:51:47,POINT(-43.36545 -23.00163)
B51612,917,2023-02-14 19:52:03,POINT(-43.29111 -22.88437)
A50002,608,2023-02-14 19:52:06,POINT(-43.24446 -22.92537)
C44530,712,2023-02-14 19:52:16,POINT(-43.33015 -22.86141)
C50068,SP805,2023-02-14 19:52:17,POINT(-43.36547 -23.00168)
B51612,917,2023-02-14 19:52:33,POINT(-43.29065 -22.88492)
A50002,608,2023-02-14 19:52:36,POINT(-43.24446 -22.92537)
C44530,712,2023-02-14 19:52:46,POINT(-43.32933 -22.8586)
C50068,SP805,2023-02-14 19:52:47,POINT(-43.36547 -23.00168)
B51612,917,2023-02-14 19:53:03,POINT(-43.28829 -22.88683)
A50002,608,2023-02-14 19:53:06,POINT(-43.24451 -22.9254)
C44530,712,2023-02-14 19:53:16,POINT(-43.32926 -22.8557)
C50068,SP805,2023-02-14 19:53:17,POINT(-43.36555 -23.00167)
B51612,917,2023-02-14 19:53:33,POINT(-43.28816 -22.88689)
A50002,608,2023-02-14 19:53:36,POINT(-43.24468 -22.9255)
C44530,712,2023-02-14 19:53:46,POINT(-43.32885 -22.85358)
C50068,SP805,2023-02-14 19:53:47,POINT(-43.3663 -23.00167)
B51612,917,2023-02-14 19:54:03,POINT(-43.28638 -22.88751)
A50002,608,2023-02-14 19:54:06,POINT(-43.24483 -22.9256)
C44530,712,2023-02-14 19:54:16,POINT(-43.32756 -22.8517)
C50068,SP805,2023-02-14 19:54:17,POINT(-43.36632 -23.00169)
B51612,917,2023-02-14 19:54:33,POINT(-43.28616 -22.88757)
A50002,608,2023-02-14 19:54:36,POINT(-43.24484 -22.92561)
C44530,712,2023-02-14 19:54:46,POINT(-43.32654 -22.85087)
C50068,SP805,2023-02-14 19:54:47,POINT(-43.36658 -23.00168)
B51612,917,2023-02-14 19:55:03,POINT(-43.28387 -22.88781)
A50002,608,2023-02-14 19:55:06,POINT(-43.24485 -22.92561)
C44530,712,2023-02-14 19:55:16,POINT(-43.32539 -22.8493)
C50068,SP805,2023-02-14 19:55:17,POINT(-43.3666 -23.00168)
B51612,917,2023-02-14 19:55:33,POINT(-43.2834 -22.88781)
A50002,608,2023-02-14 19:55:36,POINT(-43.24535 -22.92594)
C44530,712,2023-02-14 19:55:46,POINT(-43.32535 -22.84872)
C50068,SP805,2023-02-14 19:55:47,POINT(-43.36671 -23.00167)
B51612,917,2023-02-14 19:56:03,POINT(-43.28279 -22.88785)
A50002,608,2023-02-14 19:56:06,POINT(-43.24555 -22.9258)
C44530,712,2023-02-14 19:56:16,POINT(-43.32508 -22.84827)
C50068,SP805,2023-02-14 19:56:17,POINT(-43.36679 -23.00164)
B51612,917,2023-02-14 19:56:33,POINT(-43.28064 -22.88722)
A50002,608,2023-02-14 19:56:36,POINT(-43.24559 -22.92571)
C44530,712,2023-02-14 19:56:46,POINT(-43.32507 -22.84824)
C50068,SP805,2023-02-14 19:56:47,POINT(-43.3675 -23.00169)
B51612,917,2023-02-14 19:57:03,POINT(-43.27999 -22.88692)
A50002,608,2023-02-14 19:57:06,POINT(-43.24579 -22.92537)
C44530,712,2023-02-14 19:57:16,POINT(-43.32507 -22.84823)
C50068,SP805,2023-02-14 19:57:17,POINT(-43.36662 -23.00272)
B51612,917,2023-02-14 19:57:33,POINT(-43.27797 -22.8852)
A50002,608,2023-02-14 19:57:36,POINT(-43.24599 -22.92501)
C44530,712,2023-02-14 19:57:46,POINT(-43.32486 -22.84784)
C50068,SP805,2023-02-14 19:57:47,POINT(-43.36471 -23.00209)
B51612,917,2023-02-14 19:58:03,POINT(-43.27796 -22.88519)
A50002,608,2023-02-14 19:58:06,POINT(-43.246 -22.925)
C44530,712,2023-02-14 19:58:16,POINT(-43.32465 -22.84742)
C50068,SP805,2023-02-14 19:58:17,POINT(-43.3632 -22.99959)
B51612,917,2023-02-14 19:58:33,POINT(-43.2778 -22.88507)
A50002,608,2023-02-14 19:58:36,POINT(-43.24609 -22.92486)
C44530,712,2023-02-14 19:58:46,POINT(-43.32465 -22.84742)
B51612,917,2023-02-14 19:59:03,POINT(-43.27688 -22.88424)
A50002,608,2023-02-14 19:59:06,POINT(-43.24631 -22.92459)
C44530,712,2023-02-14 19:59:16,POINT(-43.32465 -22.84743)
C50068,SP805,2023-02-14 19:59:17,POINT(-43.36865 -22.99947)
B51612,917,2023-02-14 19:59:33,POINT(-43.27562 -22.88246)
A50002,608,2023-02-14 19:59:36,POINT(-43.24629 -22.92459)
C44530,712,2023-02-14 19:59:46,POINT(-43.32385 -22.84542)
C50068,SP805,2023-02-14 19:59:47,POINT(-43.36771 -23.00199)
B51612,917,2023-02-14 20:00:03,POINT(-43.27458 -22.88157)
B51612,917,2023-02-14 20:00:03,POINT(-43.27458 -22.88157)
B51612,917,2023-02-14 20:00:03,POINT(-43.27458 -22.88157)
B51612,917,2023-02-14 20:00:03,POINT(-43.27458 -22.88157)
B51612,917,2023-02-14 20:00:03,POINT(-43.27458 -22.88157)
A50002,608,2023-02-14 20:00:06,POINT(-43.24632 -22.92454)
A50002,608,2023-02-14 20:00:06,POINT(-43.24632 -22.92454)
A50002,608,2023-02-14 20:00:06,POINT(-43.24632 -22.92454)
A50002,608,2023-02-14 20:00:06,POINT(-43.24632 -22.92454)
A50002,608,2023-02-14 20:00:06,POINT(-43.24632 -22.92454)
C44530,712,2023-02-14 20:00:16,POINT(-43.32337 -22.84475)
C44530,712,2023-02-14 20:00:16,POINT(-43.32337 -22.84475)
C44530,712,2023-02-14 20:00:16,POINT(-43.32337 -22.84475)
C44530,712,2023-02-14 20:00:16,POINT(-43.32337 -22.84475)
C44530,712,2023-02-14 20:00:16,POINT(-43.32337 -22.84475)
C50068,SP805,2023-02-14 20:00:17,POINT(-43.36617 -23.0052)
C50068,SP805,2023-02-14 20:00:17,POINT(-43.36617 -23.0052)
C50068,SP805,2023-02-14 20:00:17,POINT(-43.36617 -23.0052)
C50068,SP805,2023-02-14 20:00:17,POINT(-43.36617 -23.0052)
C50068,SP805,2023-02-14 20:00:17,POINT(-43.36617 -23.0052)
B51612,917,2023-02-14 20:00:33,POINT(-43.27274 -22.88118)
B51612,917,2023-02-14 20:00:33,POINT(-43.27274 -22.88118)
B51612,917,2023-02-14 20:00:33,POINT(-43.27274 -22.88118)
B51612,917,2023-02-14 20:00:33,POINT(-43.27274 -22.88118)
B51612,917,2023-02-14 20:00:33,POINT(-43.27274 -22.88118)
A50002,608,2023-02-14 20:00:36,POINT(-43.24654 -22.92418)
A50002,608,2023-02-14 20:00:36,POINT(-43.24654 -22.92418)
A50002,608,2023-02-14 20:00:36,POINT(-43.24654 -22.92418)
A50002,608,2023-02-14 20:00:36,POINT(-43.24654 -22.92418)
A50002,608,2023-02-14 20:00:36,POINT(-43.24654 -22.92418)
C44530,712,2023-02-14 20:00:46,POINT(-43.32348 -22.84249)
C44530,712,2023-02-14 20:00:46,POINT(-43.32348 -22.84249)
C44530,712,2023-02-14 20:00:46,POINT(-43.32348 -22.84249)
C44530,712,2023-02-14 20:00:46,POINT(-43.32348 -22.84249)
